id,name,year,era,governor,grantee,acres,leagues,county,land_case,outcome,patent_to,patent_date,patent_acres,glo_patent_no,scotus_cite,bancroft_scan_url,portal_url,mapped,docket_relation
rancho-rincon-bueyes,Rincon De Los Bueyes,1821,spanish,Jose de la Guerra y Noriega,Bernardo Higuera,3127,0.6,Los Angeles,SD 131,Confirmed,Francisco Higuera et al,"Aug. 27, 1872","3,127.89",435,,https://digicoll.lib.berkeley.edu/record/265870,https://ranchos.archivesofcalifornia.com/r/rancho-rincon-bueyes.html,yes,sole
rancho-atascadero,Atascadero,1842,alvarado,Alvarado,Trifon Garcia,4348,1,San Luis Obispo,SD 113,Confirmed,Henry Haight,"June 18, 1860","4,348.23",317,,https://digicoll.lib.berkeley.edu/record/265854,https://ranchos.archivesofcalifornia.com/r/rancho-atascadero.html,yes,sole
rancho-arroyo-grande,Arroyo Grande,1842,alvarado,Alvarado,Zeferino Carlon,4437,,San Luis Obispo,SD 075,Confirmed,Francisco Branch,"Apl. 10, 1867","4,437.29",339,,https://digicoll.lib.berkeley.edu/record/265824,https://ranchos.archivesofcalifornia.com/r/rancho-arroyo-grande.html,yes,sole
rancho-san-ysidro,San Ysidro (Gilroy),1833,figueroa,Figueroa,Maria Clara Ortega,4460,,Santa Clara,ND 216,Confirmed,John Gilroy and Julian,"Martin Sept. 27, 1867","4,460.67",228,,https://digicoll.lib.berkeley.edu/record/265808,https://ranchos.archivesofcalifornia.com/r/rancho-san-ysidro.html,yes,sole
rancho-azusa,Azusa (Dalton),1841,alvarado,Alvarado; Luis Arenas; Jimeno,Ignacio Palomares and Ricardo Vejar; Luis Arenas,4431,3,Los Angeles,SD 121,Confirmed,Henry Dalton,"May 29, 1876","4,431.47",456,,https://digicoll.lib.berkeley.edu/record/265862,https://ranchos.archivesofcalifornia.com/r/rancho-azusa.html,yes,sole
rancho-merced,La Merced,1844,micheltorena,Micheltorena,Casilda Soto,2363,1,Los Angeles,SD 217,Confirmed,F.P.F Temple et al,"Feb. 13, 1872","2,363.75",443,,https://digicoll.lib.berkeley.edu/record/267560,https://ranchos.archivesofcalifornia.com/r/rancho-merced.html,yes,sole
rancho-otay,Otay (Dominguez),1829,echeandia,Jose M. Echeandia,J. A. Estudillo,4437,1,San Diego,SD 226,Confirmed,Victoria Dominguez et al,"June 13, 1872","4,437.16",530,,https://digicoll.lib.berkeley.edu/record/267567,https://ranchos.archivesofcalifornia.com/r/rancho-otay.html,yes,sole
rancho-san-ysidro-1,San Ysidro (Ortega),1833,figueroa,Jose Figueroa,Q. Ortega,4438,1,Santa Clara,ND 163,Confirmed,Quintin Ortega,"Oct. 22, 1868","4,438.65",229,,https://digicoll.lib.berkeley.edu/record/265523,https://ranchos.archivesofcalifornia.com/r/rancho-san-ysidro-1.html,yes,sole
rancho-punta-pinos,Punta De Pinos,1833,micheltorena,Jose Figueroa; Micheltorena,Jose Maria Armenta; Jose Abrego,2666,,Monterey,SD 169,Confirmed,Henry de Graw et al,"Nov. 19, 1880","2,666.51",279,,https://digicoll.lib.berkeley.edu/record/266127,https://ranchos.archivesofcalifornia.com/r/rancho-punta-pinos.html,yes,sole
rancho-canada-corte-madera,Canada Del Corte De Madera,1833,figueroa,Figueroa,José Domingo Peralta,3565,,San Mateo,ND 395,Confirmed,Cipriano Thurn and H. W. Carpentier,"June 13, 1882","3,565.91",551,,https://digicoll.lib.berkeley.edu/record/264243,https://ranchos.archivesofcalifornia.com/r/rancho-canada-corte-madera.html,yes,sole
rancho-san-vicente,San Vicente (Berreyesa),1842,alvarado,Alvarado,Jose Reyes Berreyesa,4438,,,ND 363,Confirmed,Maria Z. Berreyesa et al,"June 24, 1868","4,438.36",195,23 Howard 499,https://digicoll.lib.berkeley.edu/record/264200,https://ranchos.archivesofcalifornia.com/r/rancho-san-vicente.html,yes,sole
rancho-milpitas,Milpitas (Alviso),1835,interim,the interim government,José María Alviso,4457,,Santa Clara,ND 037,Confirmed,the heirs of José María Alviso,"June 30, 1871","4,457.66",138,,https://digicoll.lib.berkeley.edu/record/264424,https://ranchos.archivesofcalifornia.com/r/rancho-milpitas.html,yes,sole
rancho-potrero-grande,Potrero Grande,1845,pico,Pio Pico,Manuel Antonio,4431,1,Los Angeles,SD 243,Confirmed,Juan M. Sanchez,"July 19, 1859","4,431.95",445,,https://digicoll.lib.berkeley.edu/record/267584,https://ranchos.archivesofcalifornia.com/r/rancho-potrero-grande.html,yes,sole
rancho-rincon-brea,Rincon De La Brea,1841,alvarado,Alvarado,G. Ybarra,4452,1,Los Angeles,SD 085,Confirmed,Gil Ybarra,"Nov. 14, 1864","4,452.59",461,,https://digicoll.lib.berkeley.edu/record/265832,https://ranchos.archivesofcalifornia.com/r/rancho-rincon-brea.html,yes,sole
rancho-san-jose-addition,San Jose Addition,1840,alvarado,Alvarado,"R. Vejar, Ignacio Palomares and Luis Arenas",22340,,Los Angeles,SD 128,Confirmed,"Henry Dalton, Ignacio Palomares, and Ricardo Vijar","Jan. 20, 1875","22,340.41",458,,https://digicoll.lib.berkeley.edu/record/265868,https://ranchos.archivesofcalifornia.com/r/rancho-san-jose-addition.html,yes,sole
rancho-san-antonio-pescadero,San Antonio Or Pescadero,1833,figueroa,Jose Figueroa,J. J. Gonzales,3282,three-fourths,,ND 104,Confirmed,Juan Jose Gonzales,"June 7, 1866","3,282.22",190,22 How. 161,https://digicoll.lib.berkeley.edu/record/265464,https://ranchos.archivesofcalifornia.com/r/rancho-san-antonio-pescadero.html,yes,sole
rancho-gatos-santa-rita,Los Gatos Or Santa Rita,1837,alvarado,Alvarado,Jose Trinidad Espinosa,4424,,Monterey,SD 276,Confirmed,Domingo Perez et al,"Apl. 4, 1870","4,424.46",253,,https://digicoll.lib.berkeley.edu/record/268903,https://ranchos.archivesofcalifornia.com/r/rancho-gatos-santa-rita.html,yes,sole
rancho-goleta,La Goleta,1846,pico,Pío Pico,Daniel (Antonio) Hill,4426,,Santa Barbara,SD 252,Confirmed,Daniel Hill,"Mar. 10, 1865","4,426.10",382,,https://digicoll.lib.berkeley.edu/record/267593,https://ranchos.archivesofcalifornia.com/r/rancho-goleta.html,yes,sole
rancho-noche-buena,Noche Buena,1835,interim,Jose Castro,Juan Antonio Munoz,4411,1,Monterey,SD 237,Confirmed,Jose and Jaime de Puig Monmany,"Oct. 7, 1862","4,411.46",278,,https://digicoll.lib.berkeley.edu/record/267578,https://ranchos.archivesofcalifornia.com/r/rancho-noche-buena.html,yes,sole
rancho-purisima-concepcion,La Purisima Concepcion,1840,alvarado,Alvarado,Jose Gorgonio and his son Jose Ramon,4438,,Santa Clara,ND 130,Confirmed,Juana Briones,"Aug. 15, 1871","4,438.94",175,,https://digicoll.lib.berkeley.edu/record/265490,https://ranchos.archivesofcalifornia.com/r/rancho-purisima-concepcion.html,yes,sole
rancho-james-meadows,James Meadows,1840,alvarado,Alvarado,Antonio Romero,4591,,Monterey,SD 159,Confirmed,James Meadows,"Aug. 9, 1866","4,591.71",284,,https://digicoll.lib.berkeley.edu/record/266119,https://ranchos.archivesofcalifornia.com/r/rancho-james-meadows.html,yes,sole
rancho-chamisal,El Chamisal,1835,interim,Jose Castro,F. Vasquez,2737,1,Monterey,SD 222,Patented,the heirs of Felipe Vasquez,"Mar. 20, 1877","2,737.44",536,,https://digicoll.lib.berkeley.edu/record/267563,https://ranchos.archivesofcalifornia.com/r/rancho-chamisal.html,yes,sole
rancho-aguajit,Aguajit,1835,figueroa,Jose Figueroa,G. Tapia,3322,one-half,,SD 323,Confirmed,Gregorio Tapia,"Mar. 19, 1868","3,322.56",282,,https://digicoll.lib.berkeley.edu/record/268946,https://ranchos.archivesofcalifornia.com/r/rancho-aguajit.html,yes,sole
rancho-tularcitos,Tularcitos (Higuera),1821,spanish,a Spanish governor,Jose Higuera,4384,,Santa Clara,ND 228,Confirmed,the heirs of Jos\u00e9 Higuera,"July 8, 1870","4,384.35",137,5 Wall. 827,https://digicoll.lib.berkeley.edu/record/256562,https://ranchos.archivesofcalifornia.com/r/rancho-tularcitos.html,yes,sole
rancho-corral-tierra,Corral De Tierra (Vasquez),1839,alvarado,Jimeno,T. Vasquez,4436,1,,ND 167,Confirmed,Tiburcio Vasquez,"Jan. 6, 1873","4,436.18",166,,https://digicoll.lib.berkeley.edu/record/265527,https://ranchos.archivesofcalifornia.com/r/rancho-corral-tierra.html,yes,sole
rancho-canada-segunda,Canada De La Segunda,1839,alvarado,Alvarado,Lazaro Soto,4366,1,Monterey,SD 356,Confirmed,Fletcher M. Haight,"Feb. 4, 1859","4,366.80",283,,https://digicoll.lib.berkeley.edu/record/268978,https://ranchos.archivesofcalifornia.com/r/rancho-canada-segunda.html,yes,sole
rancho-brea,La Brea,1828,echeandia,Echeandía,"José Rocha, José J. Rocha, and Josefa de la Merced de Jordan",4439,,Los Angeles,SD 287,Confirmed,AJ Rocha et al,"Apl. 15, 1873","4,439.07",429,,https://digicoll.lib.berkeley.edu/record/268914,https://ranchos.archivesofcalifornia.com/r/rancho-brea.html,yes,sole
rancho-san-augustin,San Augustin,1841,alvarado,Alvarado,Juan Jose Crisostomo Mayor,4436,1,,ND 180,Confirmed,Joseph L. Majors,"July 25, 1866","4,436.78",202,,https://digicoll.lib.berkeley.edu/record/265781,https://ranchos.archivesofcalifornia.com/r/rancho-san-augustin.html,yes,sole
rancho-potrero-san-carlos,El Potrero De San Carlos,1837,alvarado,Alvarado,Fructuoso del Real,4306,,Monterey,SD 333,Confirmed,"Joaquin Gutierrez and Maria Estefana, daughter of Fructuoso del Real","June 9, 1862","4,306.98",286,,https://digicoll.lib.berkeley.edu/record/268956,https://ranchos.archivesofcalifornia.com/r/rancho-potrero-san-carlos.html,yes,sole
rancho-corral-tierra-1,Corral De La Tierra (Mccobb),1836,interim,Nicolas Gutierrez,Guadalupe Figueroa,4434,,Monterey,SD 359,Confirmed,Henry D. McCobb,"Jan. 21, 1876","4,434.77",290,,https://digicoll.lib.berkeley.edu/record/268981,https://ranchos.archivesofcalifornia.com/r/rancho-corral-tierra-1.html,yes,sole
rancho-alisal,El Alisal (Hartnell),1834,figueroa,Figueroa,W. E. P. Hartnell,2971,,Monterey,SD 254,Confirmed,Maria Teresa de la Guerra de Hartnell,"Feb. 15, 1882","2,971.26",267,,https://digicoll.lib.berkeley.edu/record/267595,https://ranchos.archivesofcalifornia.com/r/rancho-alisal.html,yes,sole
rancho-canada-herrera,Canada De Herrera,1839,alvarado,Alvarado,Domingo Saenz (Sais),6658,,Marin,ND 065,Confirmed,the legal representatives and heirs of Domingo Sais,"June 26, 1876","6,658.45",40,,https://digicoll.lib.berkeley.edu/record/264449,https://ranchos.archivesofcalifornia.com/r/rancho-canada-herrera.html,yes,sole
rancho-san-benito,San Benito,1842,alvarado,Alvarado,Francisco Garcia,6671,1½,,SD 068,Confirmed,James Watson,"Sept. 6, 1869","6,671.08",303,,https://digicoll.lib.berkeley.edu/record/265818,https://ranchos.archivesofcalifornia.com/r/rancho-san-benito.html,yes,sole
rancho-arroya-laguna,Arroya De La Laguna,1839,alvarado,Alvarado,Gil Sanchez,4418,1,,ND 345,Confirmed,James and Squire Williams,"Feb. 21, 1881","4,418.10",540,,https://digicoll.lib.berkeley.edu/record/264182,https://ranchos.archivesofcalifornia.com/r/rancho-arroya-laguna.html,yes,sole
rancho-tract-between-san-jacinto-san-gorgonio,Between San Jacinto And San Gorgonio,1843,micheltorena,Micheltorena,Santiago Johnson,4439,,Riverside,SD 269,Confirmed,Louis Roubideau,"Aug. 13, 1872","4,439.57",488,,https://digicoll.lib.berkeley.edu/record/267610,https://ranchos.archivesofcalifornia.com/r/rancho-tract-between-san-jacinto-san-gorgonio.html,yes,sole
rancho-san-miguel-1,San Miguel,1841,alvarado,Alvarado,Raimundo Olivas and Felipe Lorenzana,4693,,,SD 065,Confirmed,Raimundo Olivas and Felipe Lorenzana,"Mar. 21, 1873","4,693.91",394,,https://digicoll.lib.berkeley.edu/record/266100,https://ranchos.archivesofcalifornia.com/r/rancho-san-miguel-1.html,yes,sole
rancho-laguna-merced,Laguna De La Merced,1835,interim,the interim government,Jose Antonio Galindo,2219,,San Mateo,ND 380,Confirmed,Josefa de Haro et al,"Sept. 16, 1872","2,219.33",163,,https://digicoll.lib.berkeley.edu/record/264231,https://ranchos.archivesofcalifornia.com/r/rancho-laguna-merced.html,yes,sole
rancho-miramontes,Miramontes,1841,alvarado,Alvarado,C. Miramontes,4424,1,San Mateo,ND 269,Confirmed,Vicente Miramontes et al,"Feb. 21, 1882","4,424.12",169,,https://digicoll.lib.berkeley.edu/record/256601,https://ranchos.archivesofcalifornia.com/r/rancho-miramontes.html,yes,sole
rancho-vega-rio-pajaro,Vega Del Rio Del Pajaro,1820,spanish,a Spanish governor,Antonio Maria Castro,4310,,Monterey,SD 245,Confirmed,Frederick A. McDougall et al,"Jan. 18, 1864","4,310.29",222,,https://digicoll.lib.berkeley.edu/record/267586,https://ranchos.archivesofcalifornia.com/r/rancho-vega-rio-pajaro.html,yes,sole
rancho-entre-napa,Entre Napa,1836,interim,Chico,Nicolás Higuera,4439,,Napa,,Confirmed,,,,,,,https://ranchos.archivesofcalifornia.com/r/rancho-entre-napa.html,yes,sole
rancho-otay-1,Otay (Estudillo),1846,pico,Pio Pico,M. Estudillo,6657,2,San Diego,SD 066,Confirmed,Magdelena Estudillo,"Jan. 20, 1872","6,657.98",529,,https://digicoll.lib.berkeley.edu/record/266101,https://ranchos.archivesofcalifornia.com/r/rancho-otay-1.html,yes,sole
rancho-laureles,Los Laureles,1839,alvarado,Alvarado,Jose M. Boronda and Vicente Blas Martinez,6624,1½,Monterey,SD 240,Confirmed,Jose M. Boronda and Juan de Mata Boronda,"Aug. 9, 1866","6,624.99",289,,https://digicoll.lib.berkeley.edu/record/267581,https://ranchos.archivesofcalifornia.com/r/rancho-laureles.html,yes,sole
rancho-pescadero,El Pescadero,1836,interim,Nicolas Gutierrez,Fabian Barretto,4426,1,,SD 157,Confirmed,David Jacks,"Feb. 19, 1868","4,426.46",280,,https://digicoll.lib.berkeley.edu/record/266117,https://ranchos.archivesofcalifornia.com/r/rancho-pescadero.html,yes,sole
rancho-san-simeon,San Simeon,1842,alvarado,Alvarado,Jose Ramon Estrada,4468,,San Luis Obispo,SD 320,Confirmed,Jose Maria Gomez,"Apl. 1, 1865","4,468.81",322,,https://digicoll.lib.berkeley.edu/record/268944,https://ranchos.archivesofcalifornia.com/r/rancho-san-simeon.html,yes,sole
rancho-rincon,El Rincon,1839,alvarado,Alvarado,Juan Bandini,4431,1,,SD 297,Confirmed,Bernardo Yorba,"Nov. 14, 1879","4,431.27",476,,https://digicoll.lib.berkeley.edu/record/268923,https://ranchos.archivesofcalifornia.com/r/rancho-rincon.html,yes,sole
rancho-boca-playa,Boca De La Playa,1846,pico,Pío Pico,Emigdio Vejar,6607,,Orange,SD 146,Confirmed,Emigdio Vejar,"Mar. 1, 1879",,502,,https://digicoll.lib.berkeley.edu/record/266106,https://ranchos.archivesofcalifornia.com/r/rancho-boca-playa.html,yes,sole
rancho-san-bernardo,San Bernardo (Cane),1840,alvarado,Alvarado,Vicente Cane,4379,,San Luis Obispo,SD 041,Confirmed,Vicente Cane,"Apl. 1, 1865","4,379.42",306,,https://digicoll.lib.berkeley.edu/record/266078,https://ranchos.archivesofcalifornia.com/r/rancho-san-bernardo.html,yes,sole
rancho-rincon-1,El Rincon (Arellanes),1835,figueroa,Jose Figueroa,T. Arellanes,2792,1,Ventura,SD 059,Confirmed,,"Nov. 22, 1872",,387,,https://digicoll.lib.berkeley.edu/record/264212,https://ranchos.archivesofcalifornia.com/r/rancho-rincon-1.html,yes,sole
rancho-polka,La Polka,1833,figueroa,Jose Figueroa,Ysabel Ortega,4166,1,Santa Clara,ND 159,Confirmed,Martin J.C. Murphy,"Mar. 3, 1860","4,166.78",227,,https://digicoll.lib.berkeley.edu/record/265519,https://ranchos.archivesofcalifornia.com/r/rancho-polka.html,yes,sole
rancho-santa-gertrudes,Santa Gertrudes (Colima),1846,figueroa,Pío Pico,Tomás Sanchez Colima,3696,,Los Angeles,SD 272,Confirmed,Tomas S. Colima,"July 17, 1877","3,696.23",463,,https://digicoll.lib.berkeley.edu/record/267613,https://ranchos.archivesofcalifornia.com/r/rancho-santa-gertrudes.html,yes,sole
rancho-san-dieguito,San Dieguito,1845,pico,Pico,Juan Maria Osuna,8824,2,San Diego,SD 092,Confirmed,Juliana Lopez Osuna et al,"Apl. 18, 1871","8,824.71",523,,https://digicoll.lib.berkeley.edu/record/265838,https://ranchos.archivesofcalifornia.com/r/rancho-san-dieguito.html,yes,sole
rancho-habra,La Habra,1839,alvarado,Jimeno,Mariano R. Roldan,6698,1.5,Orange,SD 355,Confirmed,Andres Pico et al,"Dec. 4, 1872","6,698.57",462,,https://digicoll.lib.berkeley.edu/record/268977,https://ranchos.archivesofcalifornia.com/r/rancho-habra.html,yes,sole
rancho-san-joaquin-1,San Joaquin,1837,alvarado,Alvarado,J. Sepulveda,48803,11,San Benito,SD 185,Confirmed,Jose Sepulveda,"Sept. 19, 1867","48,803.16",500,,https://digicoll.lib.berkeley.edu/record/268897,https://ranchos.archivesofcalifornia.com/r/rancho-san-joaquin-1.html,yes,sole
rancho-san-antonio,San Antonio (Mesa),1839,alvarado,Alvarado,Prado Mesa,898,,,ND 275,Confirmed,Encarnación Mesa et al,"Aug. 6, 1866",898.41,176,,https://digicoll.lib.berkeley.edu/record/256607,https://ranchos.archivesofcalifornia.com/r/rancho-san-antonio.html,yes,sole
rancho-lomerias-muertas,Lomerias Muertas,1842,alvarado,Alvarado,Jose Antonio Castro,6659,,San Benito,SD 105,Confirmed,"Vicente Sanchez et al, heirs","Aug. 9, 1866","6,659.91",239,,https://digicoll.lib.berkeley.edu/record/265847,https://ranchos.archivesofcalifornia.com/r/rancho-lomerias-muertas.html,yes,sole
rancho-pala,Pala,1835,interim,Jose Castro,Jose Higuera,4454,1,Santa Clara,ND 233,Confirmed,Ellen E. White et al,"Oct. 8, 1866","4,454.08",180,,https://digicoll.lib.berkeley.edu/record/256567,https://ranchos.archivesofcalifornia.com/r/rancho-pala.html,yes,sole
rancho-aptos,Aptos,1833,figueroa,Jose Figueroa,R. Castro,6685,1,Santa Cruz,SD 172,Confirmed,Rafael Castro,"Apl. 23, 1860","6,685.91",216,,https://digicoll.lib.berkeley.edu/record/266130,https://ranchos.archivesofcalifornia.com/r/rancho-aptos.html,yes,sole
rancho-aromitas-agua-caliente,Los Aromitas Y Agua Caliente,1835,interim,Jose Castro,Juan Miguel Anzar,8659,3,San Benito,SD 102,Confirmed,Frederick A. McDougall et al,"Mar. 17, 1862","8,659.69",242,,https://digicoll.lib.berkeley.edu/record/265845,https://ranchos.archivesofcalifornia.com/r/rancho-aromitas-agua-caliente.html,yes,sole
rancho-agua-puerca-trancas,Agua Puerca Y Las Trancas,1843,micheltorena,Micheltorena,R. Rodriguez and F. Alviso,4421,1,Santa Cruz,ND 250,Patented,Ramon Rodriguez and Francisco Alviso,"Mar. 1, 1867","4,421.52",206,,https://digicoll.lib.berkeley.edu/record/256582,https://ranchos.archivesofcalifornia.com/r/rancho-agua-puerca-trancas.html,yes,sole
rancho-canada-guadalupe-visitacion,Canada De Guadalupe La Visitacion,1841,alvarado,Alvarado,Jacob P. Leese,5473,2,San Mateo,ND 285,Confirmed,Henry R. Payson,"Dec. 15, 1865","5,473.47",151,,https://digicoll.lib.berkeley.edu/record/256616,https://ranchos.archivesofcalifornia.com/r/rancho-canada-guadalupe-visitacion.html,yes,sole
rancho-felis,Los Felis,1843,micheltorena,Micheltorena,M. I. Berdugo,6647,1.5,,SD 133,Confirmed,Maria Ignacia Berdugo,"Apl. 18, 1871","6,647.46",426,,https://digicoll.lib.berkeley.edu/record/265872,https://ranchos.archivesofcalifornia.com/r/rancho-felis.html,yes,sole
rancho-azusa-1,Azusa (Duarte),1841,alvarado,Alvarado,A. Duarte,6595,1.5,Los Angeles,SD 046,Confirmed,Andres Duarte,"June 6, 1878","6,595.62",455,,https://digicoll.lib.berkeley.edu/record/266083,https://ranchos.archivesofcalifornia.com/r/rancho-azusa-1.html,yes,sole
rancho-alisal-1,El Alisal (Bernal),1834,figueroa,Jose Figueroa,Feliciano Soberanes et al,5941,1⅓,Monterey,SD 279,Confirmed,Bruno Bernal,"Aug. 9, 1866","5,941.12",267,,https://digicoll.lib.berkeley.edu/record/268906,https://ranchos.archivesofcalifornia.com/r/rancho-alisal-1.html,yes,sole
rancho-canada-larga-verde,Canada Larga Verde,1841,alvarado,Alvarado,Joaquína Alvarado,6659,,Ventura,SD 081,Confirmed,Joaquina Alvarado,"Mar. 26, 1873","6,659.04",390,,https://digicoll.lib.berkeley.edu/record/265829,https://ranchos.archivesofcalifornia.com/r/rancho-canada-larga-verde.html,yes,sole
rancho-san-lorenzo,San Lorenzo (Soto),1842,alvarado,Alvarado,Francisco Soto,6685,,Alameda,ND 300,Confirmed,Barbara Soto et al,"April 14, 1877","6,685.85",132,,https://digicoll.lib.berkeley.edu/record/256629,https://ranchos.archivesofcalifornia.com/r/rancho-san-lorenzo.html,yes,sole
rancho-rinconada-gatos,Rinconada De Los Gatos,1840,alvarado,Alvarado,S. Peralta and J. Hernandez,6631,1.5,Santa Clara,ND 164,Confirmed,Jose Hernandez and Sebastian Peralta,"Mar. 19, 1860","6,631.44",192,,https://digicoll.lib.berkeley.edu/record/265524,https://ranchos.archivesofcalifornia.com/r/rancho-rinconada-gatos.html,yes,sole
rancho-paraje-sanchez,Paraje De Sanchez,1839,alvarado,Alvarado,Francisco Lugo,6584,1½,Monterey,SD 230,Confirmed,Cayetano Lugo et al,"Aug. 9, 1866","6,584.32",292,,https://digicoll.lib.berkeley.edu/record/267571,https://ranchos.archivesofcalifornia.com/r/rancho-paraje-sanchez.html,yes,sole
rancho-canada-san-miguelito,Canada De San Miguelito,1846,pico,Pío Pico,Ramon Rodriguez,8877,,Ventura,SD 057,Confirmed,"Juana Tico de Rodriguez, Jose Ignacio Rodriguez, and Juana Antonio Rodriguez","June 15, 1871","8,877.04",391,,https://digicoll.lib.berkeley.edu/record/266094,https://ranchos.archivesofcalifornia.com/r/rancho-canada-san-miguelito.html,yes,sole
rancho-llano-buena-vista,Llano De Buena Vista,1823,spanish,Luis Antonio Arguello,Don Jose Mariano Estrada,8446,,Monterey,SD 151,Confirmed,David Spence,"Jan. 4, 1860",,266,,https://digicoll.lib.berkeley.edu/record/266111,https://ranchos.archivesofcalifornia.com/r/rancho-llano-buena-vista.html,yes,sole
rancho-sespe-no-1,Sespe No. 1,1833,figueroa,Jose Figueroa,C. A. Carrillo,8880,6,Ventura,SD 032,Confirmed,Thomas W. More,"Mar. 14, 1872","8,880.81",397,,https://digicoll.lib.berkeley.edu/record/266071,https://ranchos.archivesofcalifornia.com/r/rancho-sespe-no-1.html,yes,share_of_grant
rancho-tinaquaic,Tinaquaic,1837,alvarado,Alvarado,Victor Linares,8874,2,Santa Barbara,SD 200,Confirmed,William D. Foxon,"June 28, 1872","8,874.60",359,,https://digicoll.lib.berkeley.edu/record/267544,https://ranchos.archivesofcalifornia.com/r/rancho-tinaquaic.html,yes,sole
rancho-boca-santa-monica,Boca De Santa Monica,1839,alvarado,Jimeno,Francisco Marques et al,6656,1.5,Los Angeles,SD 141,Confirmed,Isidro Reyes et al,"July 21, 1881","6,656.92",539,,https://digicoll.lib.berkeley.edu/record/265877,https://ranchos.archivesofcalifornia.com/r/rancho-boca-santa-monica.html,yes,sole
rancho-coches-1,Las Coches,1841,alvarado,Alvarado,M. J. Soberanes,8794,2½,Monterey,SD 202,Confirmed,Maria Josefa Soberanes,"Feb. 10, 1917","8,794.02",296,,https://digicoll.lib.berkeley.edu/record/267546,https://ranchos.archivesofcalifornia.com/r/rancho-coches-1.html,yes,sole
rancho-toro,El Toro,1835,interim,the interim government,Jose Ramon Estrada,5668,,Monterey,SD 112,Confirmed,Charles Walters,"Oct. 7, 1862","5,668.41",275,,https://digicoll.lib.berkeley.edu/record/265853,https://ranchos.archivesofcalifornia.com/r/rancho-toro.html,yes,sole
rancho-casmalia,Casmalia,1840,alvarado,Alvarado,A. Olivera,8841,2,Santa Barbara,SD 284,Confirmed,Antonio Olivera,"July 30, 1863","8,841.21",355,,https://digicoll.lib.berkeley.edu/record/268911,https://ranchos.archivesofcalifornia.com/r/rancho-casmalia.html,yes,sole
rancho-salinas,Las Salinas,1836,interim,Nicolas Gutierrez,G. Espinoza,4413,1,Monterey,SD 158,Confirmed,the heirs of Gabriel Espinoza,"Mar. 26, 1867","4,413.81",257,,https://digicoll.lib.berkeley.edu/record/266118,https://ranchos.archivesofcalifornia.com/r/rancho-salinas.html,yes,sole
rancho-virgenes,Las Virgenes,1837,alvarado,Alvarado,Jose Maria Dominguez,8878,2,Los Angeles,SD 265,Confirmed,Maria Anonia Machado,"Sept. 5, 1883","8,878.76",545,,https://digicoll.lib.berkeley.edu/record/267606,https://ranchos.archivesofcalifornia.com/r/rancho-virgenes.html,yes,sole
rancho-corral-tierra-2,Corral De Tierra (Palomares),1839,unattributed,Jimeno,F. G. Palomares,7766,1,,ND 049,Confirmed,Josefa de Haro de Guerrero et al,"Apl. 7, 1866","7,766.35",165,,https://digicoll.lib.berkeley.edu/record/264436,https://ranchos.archivesofcalifornia.com/r/rancho-corral-tierra-2.html,yes,sole
rancho-nacional,Nacional,1839,alvarado,Alvarado,Vicente Cantua,6633,,Monterey,SD 070,Confirmed,Vicente Cantua,"Apl. 7, 1866","6,633.29",263,,https://digicoll.lib.berkeley.edu/record/265820,https://ranchos.archivesofcalifornia.com/r/rancho-nacional.html,yes,sole
rancho-bolsa-san-felipe,Bolsa De San Felipe,1840,alvarado,Alvarado,F. D. Pacheco,6794,2,San Benito,SD 077,Confirmed,Francisco P. Pacheco,"Jan. 14, 1871","6,794.76",231,,https://digicoll.lib.berkeley.edu/record/265825,https://ranchos.archivesofcalifornia.com/r/rancho-bolsa-san-felipe.html,yes,sole
rancho-san-geronimo,San Geronimo,1844,micheltorena,Micheltorena,Rafael Cacho,8701,2,,ND 283,Confirmed,Jose W. Revere,"April 4, 1860","8,701.00",39,,https://digicoll.lib.berkeley.edu/record/256614,https://ranchos.archivesofcalifornia.com/r/rancho-san-geronimo.html,yes,sole
rancho-tujunga,Tujunga,1840,alvarado,Alvarado,Francisco Lopez and Pedro Lopez,6660,,Los Angeles,SD 052,Confirmed,David W. Alexander et al,"Oct. 19, 1874","6,660.71",413,,https://digicoll.lib.berkeley.edu/record/266089,https://ranchos.archivesofcalifornia.com/r/rancho-tujunga.html,yes,sole
rancho-tequepis,Tequepis,1845,pico,Pío Pico,Antonio M. Villa,8919,,Santa Barbara,SD 064,Confirmed,Antonio M. Villa,"July 24, 1869","8,919.00",365,,https://digicoll.lib.berkeley.edu/record/266099,https://ranchos.archivesofcalifornia.com/r/rancho-tequepis.html,yes,sole
rancho-rincon-esteros-2,Rincon De Los Esteros (White),1838,alvarado,Alvarado,Ygnacio Alviso,2000,,Santa Clara,ND 238,Confirmed,Ellen E. White,"May 23, 1862","2,308.17",139,,https://digicoll.lib.berkeley.edu/record/256572,https://ranchos.archivesofcalifornia.com/r/rancho-rincon-esteros-2.html,yes,sole
rancho-niscasio,Niscasio (Frink & Reynolds),1844,micheltorena,Micheltorena,"Henry W. Hallack, James Black, and Benjamin R. Buckelew",30848,,,ND 392,Confirmed,"Henry W. Hallack, James Black, and Benjamin R. Buckelew","Nov. 1, 1861",,32,,https://digicoll.lib.berkeley.edu/record/264241,https://ranchos.archivesofcalifornia.com/r/rancho-niscasio.html,yes,unresolved
